acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,doit,reference,art,geog,buyer
17582,F,NY,11957,119,17,11,28,272,300,2,0,1,0,0,0,1,0,0
17583,F,PA,17344,173,13,9,25,52,77,2,1,0,1,0,0,0,0,0
17584,F,NY,11372,113,13,13,15,48,63,1,1,0,0,0,0,0,0,0
17585,F,CT,6850,68,39,9,135,100,235,12,3,2,4,0,0,1,2,0
17586,F,NY,10469,104,3,3,15,85,100,1,0,0,1,0,0,0,0,0
17587,M,PA,18103,181,65,1,133,108,241,12,3,3,1,2,2,1,0,0
17588,F,DC,20002,200,17,9,33,267,300,3,1,0,1,0,0,0,1,0
17589,M,NJ,8406,84,61,11,138,263,401,11,0,1,4,0,1,3,2,0
17590,M,PA,19444,194,15,15,15,299,314,1,0,0,0,0,0,1,0,0
17591,F,NJ,8753,87,9,1,25,198,223,2,1,0,1,0,0,0,0,0
17592,M,NJ,7860,78,13,9,28,105,133,2,0,0,0,1,0,1,0,0
17593,F,NY,11577,115,1,1,15,113,128,1,1,0,0,0,0,0,0,0
17594,M,CT,6751,67,57,13,97,241,338,9,2,1,3,1,1,0,1,0
17595,F,NY,10704,107,47,29,83,52,135,7,1,1,1,0,0,1,3,0
17596,M,NJ,7458,74,47,15,123,129,252,11,3,0,3,0,1,0,4,1
17597,F,PA,19096,190,15,9,26,27,53,2,1,0,0,1,0,0,0,0
17598,F,NJ,7071,70,23,23,15,251,266,1,0,0,0,0,0,0,1,0
17599,F,MA,1801,18,41,27,52,105,157,4,0,1,1,0,0,0,2,0
17600,F,NJ,8226,82,29,29,15,86,101,1,1,0,0,0,0,0,0,0
17601,M,CT,6804,68,11,7,25,219,244,2,0,0,2,0,0,0,0,0
17602,F,NJ,8733,87,25,9,48,183,231,4,0,2,1,0,0,0,1,0
17603,F,PA,19006,190,9,9,15,152,167,1,0,0,1,0,0,0,0,0
17604,F,NY,10707,107,29,1,103,204,307,9,1,1,2,1,2,2,0,0
17605,F,NJ,7405,74,15,13,29,265,294,2,1,0,0,0,0,0,1,1
17606,M,NY,11209,112,13,13,15,77,92,1,0,0,0,0,0,1,0,0
17607,M,NJ,7675,76,13,9,29,82,111,2,0,0,1,0,0,0,1,0
17608,F,CT,6804,68,7,7,15,86,101,1,1,0,0,0,0,0,0,0
17609,M,PA,19380,193,41,11,150,62,212,12,0,0,4,3,1,3,1,0
17610,M,NJ,7002,70,11,11,15,9,24,1,1,0,0,0,0,0,0,0
17611,F,NJ,8053,80,27,13,33,32,65,3,2,0,1,0,0,0,0,0
17612,M,NY,10010,100,13,13,15,262,277,1,0,0,0,0,1,0,0,0
17613,F,DE,19808,198,17,13,29,118,147,2,0,1,0,0,0,0,1,0
17614,F,NY,11222,112,3,3,15,136,151,1,0,0,0,0,0,1,0,0
17615,M,PA,19125,191,71,11,122,180,302,11,1,2,2,3,1,1,1,0
17616,F,NY,10992,109,1,1,15,188,203,1,0,0,0,0,1,0,0,0
17617,M,NY,11510,115,23,3,69,144,213,6,1,0,2,1,1,1,0,0
17618,F,NJ,7643,76,51,13,116,187,303,10,0,2,2,1,4,1,0,0
17619,F,NJ,8690,86,15,11,29,231,260,2,0,0,1,0,0,0,1,0
17620,F,NJ,7050,70,19,15,25,81,106,2,0,0,2,0,0,0,0,0
17621,F,NY,10467,104,63,19,139,67,206,12,3,1,1,1,2,2,2,1
17622,F,CT,6020,60,21,21,15,148,163,1,1,0,0,0,0,0,0,0
17623,F,NY,11530,115,75,29,108,273,381,10,6,0,1,1,1,1,0,0
17624,F,NJ,7032,70,47,21,72,242,314,7,2,0,4,1,0,0,0,0
17625,F,NJ,7310,73,9,9,15,140,155,1,0,0,0,1,0,0,0,0
17626,F,NJ,7930,79,49,13,104,61,165,10,4,1,3,0,1,0,1,0
17627,M,NJ,8854,88,45,13,71,42,113,6,2,0,1,1,0,1,1,0
17628,F,NY,12020,120,41,11,84,320,404,7,2,0,1,1,1,0,2,0
17629,M,MD,21234,212,7,7,15,272,287,1,0,0,0,0,0,1,0,0
17630,F,NY,10016,100,15,15,15,30,45,1,0,0,0,0,0,1,0,1
17631,F,NJ,7746,77,21,15,24,24,48,2,1,1,0,0,0,0,0,0
17632,F,NY,14224,142,29,29,15,135,150,1,0,0,1,0,0,0,0,0
17633,M,NY,13209,132,15,9,25,256,281,2,1,0,1,0,0,0,0,0
17634,F,MD,21234,212,37,31,29,245,274,2,0,0,1,0,0,0,1,0
17635,F,NJ,7039,70,1,1,15,269,284,1,0,0,0,0,0,1,0,0
17636,F,NY,12009,120,61,9,105,94,199,9,0,2,4,1,1,0,1,0
17637,F,MA,1001,10,5,5,15,150,165,1,0,0,0,0,0,0,1,0
17638,M,PA,15229,152,25,15,59,127,186,5,0,2,1,1,0,0,1,0
17639,F,NY,10009,100,13,7,28,73,101,2,1,0,0,0,0,1,0,0
17640,F,NJ,7052,70,19,15,29,236,265,2,0,0,1,0,0,0,1,0
17641,F,NY,11234,112,7,7,15,68,83,1,0,1,0,0,0,0,0,0
17642,F,PA,15853,158,5,5,15,180,195,1,1,0,0,0,0,0,0,0
17643,M,MD,20653,206,3,1,24,159,183,2,1,1,0,0,0,0,0,0
17644,F,NJ,8062,80,11,11,15,112,127,1,1,0,0,0,0,0,0,0
17645,F,MA,1810,18,19,3,36,41,77,3,0,0,2,1,0,0,0,0
17646,F,NJ,7753,77,97,31,126,102,228,11,2,1,4,1,0,2,1,0
17647,F,NJ,8733,87,25,15,56,209,265,5,2,1,1,0,0,0,1,0
17648,F,NH,3431,34,25,5,76,182,258,7,4,0,0,1,0,2,0,0
17649,M,NY,13790,137,5,1,25,106,131,2,1,0,1,0,0,0,0,0
17650,F,MA,1810,18,15,15,15,141,156,1,0,0,0,0,0,0,1,0
17651,F,PA,19540,195,19,11,25,195,220,2,1,0,1,0,0,0,0,0
17652,F,MD,20721,207,19,13,26,13,39,2,0,1,0,1,0,0,0,0
17653,F,PA,17055,170,39,31,27,33,60,2,0,0,0,0,1,0,1,0
17654,M,CT,6052,60,7,7,15,272,287,1,0,0,0,0,1,0,0,0
17655,M,NY,10314,103,23,23,15,2,17,1,1,0,0,0,0,0,0,0
17656,F,MD,20685,206,41,11,115,184,299,10,1,0,4,1,2,1,1,0
17657,M,NJ,7060,70,5,5,15,207,222,1,0,0,0,0,0,0,1,0
17658,F,NY,11779,117,23,11,32,279,311,3,1,1,0,1,0,0,0,0
17659,F,NJ,7950,79,5,5,15,69,84,1,1,0,0,0,0,0,0,0
17660,F,NJ,7871,78,71,13,146,121,267,12,5,0,1,0,0,4,2,0
17661,M,PA,19136,191,7,1,29,142,171,2,1,0,0,0,0,0,1,0
17662,M,MD,21157,211,9,1,25,280,305,2,1,0,1,0,0,0,0,0
17663,F,MA,2703,27,55,7,101,159,260,9,2,1,2,2,0,1,1,0
17664,M,PA,19006,190,61,15,90,64,154,8,3,0,2,0,1,1,1,0
17665,F,MD,20904,209,67,19,117,174,291,10,0,2,5,1,0,0,2,0
17666,F,NY,11702,117,55,13,109,291,400,9,1,0,2,2,0,2,2,0
17667,F,NJ,8562,85,11,3,38,290,328,3,0,0,1,1,0,1,0,0
17668,F,NY,11510,115,9,9,15,249,264,1,0,0,1,0,0,0,0,0
17669,F,NY,11360,113,13,13,15,109,124,1,1,0,0,0,0,0,0,0
17670,M,MD,21042,210,27,9,58,296,354,5,1,1,1,1,0,1,0,0
17671,F,NY,10301,103,35,11,76,313,389,7,1,1,4,0,0,0,1,0
17672,F,NY,10954,109,57,15,103,330,433,9,1,1,1,3,1,1,1,0
17673,M,NY,11545,115,13,9,29,106,135,2,1,0,0,0,0,0,1,0
17674,F,NJ,8527,85,1,1,15,222,237,1,0,0,1,0,0,0,0,0
17675,M,NY,13207,132,29,11,63,130,193,5,0,1,0,1,0,0,3,0
17676,F,MD,21043,210,9,9,15,161,176,1,0,0,0,1,0,0,0,0
17677,F,PA,19335,193,17,15,27,216,243,2,0,1,0,0,1,0,0,0
17678,F,CT,6051,60,15,15,15,61,76,1,0,0,1,0,0,0,0,0
17679,M,NJ,8850,88,21,15,28,201,229,2,0,0,0,0,1,1,0,1
17680,F,NY,11236,112,23,23,15,265,280,1,0,1,0,0,0,0,0,0
17681,F,NY,11422,114,19,15,26,114,140,2,1,0,0,1,0,0,0,0
17682,F,NY,10512,105,13,7,28,178,206,2,1,0,0,0,0,1,0,0
17683,F,NY,11375,113,17,11,28,185,213,2,0,0,1,0,0,1,0,0
17684,F,PA,19143,191,15,15,15,254,269,1,0,1,0,0,0,0,0,0
17685,F,PA,17961,179,9,9,15,275,290,1,0,1,0,0,0,0,0,0
17686,M,NY,11363,113,43,13,135,148,283,12,4,1,3,2,0,0,2,0
17687,F,MD,20910,209,9,7,23,143,166,2,2,0,0,0,0,0,0,0
17688,F,MA,2173,21,11,11,15,232,247,1,1,0,0,0,0,0,0,0
17689,M,PA,19115,191,31,7,115,55,170,10,3,1,3,0,0,2,1,0
17690,M,NY,14051,140,13,13,15,80,95,1,0,0,0,0,0,1,0,1
17691,F,NJ,7470,74,29,17,41,225,266,3,0,1,0,0,1,0,1,0
17692,M,CT,6437,64,19,9,31,198,229,3,3,0,0,0,0,0,0,0
17693,M,NJ,7726,77,37,11,123,324,447,11,1,1,3,4,0,0,2,0
17694,F,PA,19004,190,39,33,29,91,120,2,1,0,0,0,0,0,1,0
17695,F,PA,19120,191,45,13,125,184,309,11,5,0,2,1,1,0,2,0
17696,M,NY,11743,117,9,9,15,245,260,1,0,0,0,1,0,0,0,1
17697,M,NY,11003,110,71,27,103,287,390,9,2,1,2,1,1,0,2,0
17698,F,PA,17901,179,9,7,26,165,191,2,0,0,1,1,0,0,0,0
17699,F,NJ,7649,76,31,15,61,258,319,5,0,1,1,0,0,1,2,1
17700,F,MA,2169,21,13,13,15,58,73,1,0,0,0,1,0,0,0,0
17701,F,NJ,8240,82,21,17,29,104,133,2,0,0,0,0,0,0,2,0
17702,F,NJ,7922,79,5,5,15,270,285,1,1,0,0,0,0,0,0,0
17703,M,PA,19074,190,79,19,141,61,202,12,5,0,2,0,1,3,1,0
17704,M,MD,21221,212,41,7,74,133,207,6,2,0,1,0,0,1,2,0
17705,M,NJ,8724,87,57,27,56,109,165,5,1,0,1,2,1,0,0,0
17706,F,NJ,7039,70,23,17,27,223,250,2,0,1,0,0,1,0,0,0
17707,F,NY,10463,104,11,11,15,277,292,1,1,0,0,0,0,0,0,0
17708,M,DE,19958,199,79,13,127,324,451,11,1,2,5,0,0,1,2,0
17709,F,PA,19050,190,19,15,23,56,79,2,2,0,0,0,0,0,0,0
17710,M,NY,12090,120,45,19,83,294,377,7,2,0,0,0,1,3,1,1
17711,F,NJ,7047,70,29,27,29,130,159,2,0,0,0,0,1,0,1,0
17712,F,CT,6051,60,7,7,15,69,84,1,0,0,0,0,0,0,1,0
17713,F,NJ,7045,70,19,13,24,105,129,2,0,2,0,0,0,0,0,0
17714,F,NJ,8755,87,39,1,117,121,238,10,1,0,4,1,1,1,2,0
17715,F,NY,11754,117,57,5,106,119,225,9,0,1,4,1,0,1,2,0
17716,F,PA,19015,190,11,5,29,178,207,2,0,1,0,0,0,0,1,0
17717,F,NJ,7107,71,13,13,15,150,165,1,0,0,1,0,0,0,0,0
17718,M,PA,19403,194,51,7,123,51,174,11,3,0,3,2,1,0,2,0
17719,F,MD,20904,209,29,19,58,313,371,5,2,1,0,0,1,0,1,0
17720,F,NJ,8043,80,29,21,25,204,229,2,1,0,1,0,0,0,0,0
17721,M,CT,6441,64,9,5,26,16,42,2,1,0,0,1,0,0,0,1
17722,F,NJ,7704,77,15,15,15,72,87,1,0,0,0,0,1,0,0,0
17723,M,MD,20640,206,37,9,61,106,167,6,3,1,1,1,0,0,0,0
17724,M,NJ,7307,73,61,19,113,309,422,10,1,2,1,3,0,2,1,0
17725,F,PA,15220,152,5,5,15,46,61,1,1,0,0,0,0,0,0,0
17726,M,RI,2864,28,21,15,27,124,151,2,0,0,1,0,1,0,0,0
17727,M,NJ,8097,80,17,17,15,9,24,1,1,0,0,0,0,0,0,0
17728,F,CT,6902,69,7,7,15,23,38,1,0,0,1,0,0,0,0,0
17729,F,NY,10021,100,1,1,15,88,103,1,0,0,1,0,0,0,0,0
17730,F,NJ,7666,76,35,29,28,39,67,2,0,0,0,1,0,1,0,0
17731,F,PA,16148,161,39,21,37,181,218,3,0,1,1,0,0,1,0,0
17732,F,PA,18042,180,55,9,93,79,172,8,2,1,2,0,0,1,2,0
17733,F,PA,19111,191,7,1,25,133,158,2,0,1,1,0,0,0,0,0
17734,F,NY,11215,112,15,9,33,26,59,3,1,0,2,0,0,0,0,0
17735,F,PA,18974,189,7,1,28,38,66,2,0,0,1,0,0,1,0,0
17736,F,MD,20854,208,11,11,15,40,55,1,0,0,0,0,0,0,1,0
17737,F,NY,10021,100,13,11,25,264,289,2,0,1,1,0,0,0,0,0
17738,F,NY,11801,118,11,11,15,264,279,1,0,0,0,0,0,0,1,0
17739,M,PA,19056,190,21,5,39,134,173,3,0,0,1,1,0,0,1,0
17740,F,PA,15228,152,7,3,25,234,259,2,1,0,1,0,0,0,0,0
17741,M,PA,19141,191,33,9,83,47,130,7,1,0,1,1,1,2,1,1
17742,F,NY,11554,115,25,3,52,283,335,4,0,1,1,0,0,1,1,0
17743,M,NJ,7002,70,35,19,37,55,92,3,1,0,1,0,1,0,0,0
17744,F,NY,14767,147,17,15,29,281,310,2,1,0,0,0,0,0,1,0
17745,F,NY,14865,148,19,17,28,13,41,2,0,1,0,0,0,1,0,0
17746,F,NJ,7403,74,11,5,26,58,84,2,1,0,0,1,0,0,0,0
17747,F,PA,15237,152,9,9,15,223,238,1,0,1,0,0,0,0,0,0
17748,F,MA,2172,21,17,11,24,7,31,2,1,1,0,0,0,0,0,0
17749,M,NJ,7652,76,9,1,28,296,324,2,1,0,0,0,0,1,0,1
17750,M,NY,11729,117,17,13,28,6,34,2,0,1,0,0,0,1,0,0
17751,F,MD,21044,210,95,29,123,193,316,11,4,2,2,1,0,0,2,0
17752,F,NJ,8733,87,15,9,27,189,216,2,0,0,1,0,1,0,0,0
17753,F,PA,19134,191,35,31,25,83,108,2,1,0,1,0,0,0,0,0
17754,M,NJ,8005,80,3,1,27,297,324,2,0,0,1,0,1,0,0,0
17755,F,MD,21093,210,13,11,29,154,183,2,1,0,0,0,0,0,1,0
17756,F,NY,10306,103,9,7,29,207,236,2,1,0,0,0,0,0,1,0
17757,M,NY,10016,100,17,3,68,296,364,6,1,0,3,1,0,0,1,0
17758,F,PA,18612,186,15,7,26,211,237,2,0,0,1,1,0,0,0,0
17759,F,NY,10469,104,23,19,28,296,324,2,0,0,1,0,0,1,0,0
17760,F,NY,11793,117,11,11,15,264,279,1,0,0,0,0,0,1,0,0
17761,F,MD,20817,208,41,5,98,270,368,9,2,3,1,0,1,1,1,1
17762,F,NY,11421,114,15,5,56,113,169,5,2,1,1,0,0,0,1,0
17763,F,CT,6850,68,61,17,86,57,143,8,1,2,3,0,1,1,0,0
17764,M,NJ,7039,70,13,3,44,257,301,4,1,1,1,1,0,0,0,0
17765,F,PA,15237,152,21,13,27,14,41,2,0,1,0,0,1,0,0,0
17766,F,NY,10469,104,41,33,37,205,242,3,2,0,0,0,0,0,1,0
17767,F,NJ,8037,80,7,5,26,36,62,2,0,1,0,1,0,0,0,0
17768,M,MA,2173,21,37,9,141,105,246,12,4,1,3,1,1,0,2,0
17769,F,NJ,8055,80,45,1,102,57,159,9,3,0,2,3,0,0,1,0
17770,F,NY,11413,114,37,7,78,33,111,7,2,1,1,1,1,1,0,0
17771,F,NY,10940,109,23,23,15,3,18,1,0,0,0,0,1,0,0,0
17772,F,NY,11215,112,21,13,25,77,102,2,1,0,1,0,0,0,0,0
17773,F,NJ,7632,76,19,13,29,296,325,2,1,0,0,0,0,0,1,0
17774,M,NJ,8515,85,25,9,33,78,111,3,1,0,1,1,0,0,0,0
17775,F,PA,19012,190,15,15,15,96,111,1,0,0,0,0,0,1,0,0
17776,F,NJ,8759,87,61,1,142,258,400,12,2,1,3,0,1,1,4,0
17777,F,CT,6443,64,1,1,15,117,132,1,0,0,1,0,0,0,0,0
17778,M,NY,11590,115,37,9,88,202,290,7,2,0,0,0,2,1,2,1
17779,F,NJ,8722,87,23,15,29,290,319,2,0,0,1,0,0,0,1,0
17780,M,PA,15206,152,31,9,87,313,400,7,0,0,2,1,0,1,3,1
17781,F,NY,13601,136,31,25,27,118,145,2,0,0,1,0,1,0,0,0
17782,M,NY,11510,115,27,15,49,93,142,4,0,1,0,1,0,0,2,0
17783,F,MD,21211,212,17,9,28,185,213,2,0,0,0,1,0,1,0,0
17784,M,NY,13790,137,15,1,69,146,215,6,1,0,2,2,0,0,1,1
17785,F,PA,19119,191,9,9,15,241,256,1,0,0,0,0,1,0,0,0
17786,F,NY,10956,109,35,3,118,258,376,10,1,0,2,1,2,3,1,1
17787,F,NJ,7719,77,23,21,29,55,84,2,0,0,1,0,0,0,1,0
17788,F,DC,20037,200,17,11,25,242,267,2,1,0,1,0,0,0,0,0
17789,M,MA,1938,19,77,7,139,330,469,12,3,0,3,3,0,1,2,0
17790,M,MD,21044,210,7,7,15,281,296,1,0,0,0,0,1,0,0,1
17791,F,NY,11423,114,31,31,15,176,191,1,0,0,0,0,0,0,1,0
17792,F,NJ,7070,70,49,7,120,217,337,10,1,0,4,1,1,3,0,1
17793,M,MD,21009,210,13,13,15,275,290,1,0,0,0,0,1,0,0,0
17794,F,MA,2093,20,23,5,74,204,278,7,2,1,2,2,0,0,0,0
17795,F,NY,11727,117,39,15,74,84,158,6,0,1,1,0,0,3,1,1
17796,F,NJ,7869,78,15,15,15,124,139,1,0,0,0,0,0,0,1,0
17797,F,CT,6807,68,13,13,15,40,55,1,1,0,0,0,0,0,0,0
17798,M,NJ,7946,79,29,17,50,28,78,4,1,0,1,1,0,0,1,0
17799,F,MD,21117,211,9,9,15,116,131,1,0,1,0,0,0,0,0,0
17800,F,MD,21114,211,11,11,15,279,294,1,0,1,0,0,0,0,0,0
17801,F,DE,19703,197,1,1,15,242,257,1,0,0,0,0,0,1,0,1
17802,F,MD,21114,211,15,13,23,290,313,2,2,0,0,0,0,0,0,0
17803,M,NJ,7052,70,31,11,92,182,274,8,2,0,2,0,0,1,3,0
17804,F,MD,21061,210,11,11,15,258,273,1,1,0,0,0,0,0,0,0
17805,M,NY,14213,142,21,7,58,168,226,5,2,0,1,1,0,0,1,0
17806,F,NJ,7430,74,19,5,38,176,214,3,0,1,1,0,0,0,1,0
17807,M,NY,11727,117,15,11,29,60,89,2,0,0,0,0,1,0,1,0
17808,M,NY,13021,130,19,13,29,69,98,2,0,1,0,0,0,0,1,0
17809,F,MD,20852,208,23,15,35,271,306,3,1,0,1,0,1,0,0,0
17810,F,CT,6360,63,11,3,25,225,250,2,0,1,1,0,0,0,0,0
17811,F,MD,21234,212,11,11,15,139,154,1,0,0,0,0,0,0,1,0
17812,F,NY,11209,112,13,13,15,211,226,1,1,0,0,0,0,0,0,0
17813,M,MA,2571,25,57,15,123,81,204,11,2,1,3,2,0,1,2,0
17814,F,MA,2045,20,5,5,15,166,181,1,0,1,0,0,0,0,0,0
17815,F,NJ,8512,85,11,5,25,107,132,2,1,0,1,0,0,0,0,0
17816,F,PA,19341,193,15,11,27,121,148,2,0,0,0,1,1,0,0,0
17817,F,NJ,7006,70,5,1,29,37,66,2,0,0,0,1,0,0,1,0
17818,M,NY,11566,115,13,13,15,260,275,1,0,0,0,0,1,0,0,0
17819,M,MD,21122,211,27,9,67,286,353,6,2,1,1,1,0,0,1,0
17820,F,PA,19115,191,31,25,27,144,171,2,1,0,0,0,1,0,0,0
17821,M,NJ,8817,88,21,7,43,27,70,4,1,1,0,2,0,0,0,0
17822,F,NY,11432,114,33,15,69,191,260,6,3,0,0,0,2,0,1,0
17823,M,NJ,7024,70,33,7,66,95,161,6,0,1,4,0,1,0,0,0
17824,M,PA,19116,191,35,33,27,111,138,2,1,0,0,0,1,0,0,0
17825,F,PA,19056,190,31,31,15,9,24,1,1,0,0,0,0,0,0,0
17826,F,NY,11436,114,37,35,24,111,135,2,1,1,0,0,0,0,0,0
17827,F,PA,19143,191,27,15,50,179,229,4,0,1,1,0,1,0,1,0
17828,F,NY,11234,112,29,29,15,145,160,1,0,0,0,0,0,1,0,0
17829,M,NY,12028,120,47,9,81,28,109,7,1,1,2,0,1,1,1,0
17830,F,NY,11004,110,39,9,79,202,281,6,1,0,0,0,0,1,4,1
17831,F,CT,6281,62,7,7,15,8,23,1,0,0,1,0,0,0,0,0
17832,M,NY,11787,117,15,9,26,49,75,2,0,1,0,1,0,0,0,1
17833,F,PA,19428,194,5,5,15,89,104,1,0,0,1,0,0,0,0,1
17834,F,PA,17362,173,31,13,60,117,177,5,1,0,1,0,0,2,1,0
17835,M,NJ,7753,77,5,3,26,103,129,2,1,0,0,1,0,0,0,0
17836,M,NJ,7751,77,7,3,27,6,33,2,1,0,0,0,1,0,0,0
17837,M,CT,6708,67,65,13,143,193,336,12,3,0,1,2,2,1,3,0
17838,F,NJ,8002,80,15,13,24,273,297,2,1,1,0,0,0,0,0,0
17839,F,NY,12180,121,5,5,15,254,269,1,1,0,0,0,0,0,0,0
17840,M,NY,11572,115,17,5,55,282,337,5,1,1,2,0,0,1,0,0
17841,F,NY,10463,104,7,5,29,142,171,2,0,0,0,0,0,0,2,0
17842,M,NY,11214,112,63,15,136,312,448,12,2,1,3,1,2,1,2,0
17843,F,NY,14052,140,37,31,28,237,265,2,0,1,0,0,0,1,0,0
17844,M,NY,11236,112,31,1,114,39,153,10,2,1,3,0,1,0,3,0
17845,F,MA,1085,10,67,11,134,131,265,11,4,1,0,1,0,2,3,0
17846,F,NY,10019,100,17,9,33,286,319,3,1,0,1,0,0,0,1,0
17847,F,NY,10016,100,47,33,51,83,134,4,1,0,1,0,1,0,1,0
17848,F,NY,11001,110,19,15,25,109,134,2,1,0,1,0,0,0,0,0
17849,F,PA,17316,173,19,15,29,156,185,2,0,0,1,0,0,0,1,0
17850,F,NY,11411,114,33,33,15,90,105,1,0,0,1,0,0,0,0,0
17851,F,NY,11961,119,27,3,134,190,324,11,4,1,0,0,0,1,5,1
17852,F,MD,21158,211,15,15,15,47,62,1,0,1,0,0,0,0,0,0
17853,M,CT,6432,64,17,13,27,49,76,2,1,0,0,0,1,0,0,0
17854,F,NJ,7076,70,19,19,15,111,126,1,0,0,1,0,0,0,0,0
17855,F,NJ,8753,87,15,15,15,83,98,1,1,0,0,0,0,0,0,0
17856,F,NJ,7450,74,5,1,26,152,178,2,0,1,0,1,0,0,0,0
17857,F,NJ,8077,80,43,11,107,139,246,9,1,1,2,1,0,2,2,1
17858,F,NJ,7869,78,15,15,15,225,240,1,1,0,0,0,0,0,0,0
17859,F,NJ,7081,70,43,1,86,265,351,8,2,1,3,0,1,0,1,0
17860,F,NJ,7928,79,9,3,25,203,228,2,1,0,1,0,0,0,0,0
17861,F,DE,19703,197,17,9,26,189,215,2,1,0,0,1,0,0,0,0
17862,M,NJ,7016,70,29,5,120,209,329,11,3,2,3,1,1,1,0,0
17863,F,PA,19064,190,7,5,24,278,302,2,1,1,0,0,0,0,0,0
17864,F,MA,1801,18,13,11,28,236,264,2,1,0,0,0,0,1,0,0
17865,M,NY,10475,104,33,11,68,130,198,6,2,0,2,1,0,0,1,0
17866,F,NY,10463,104,17,17,15,4,19,1,0,0,1,0,0,0,0,0
17867,M,NY,11004,110,35,11,74,203,277,7,2,1,3,0,0,0,1,0
17868,F,NY,14450,144,3,3,15,90,105,1,0,0,0,0,0,0,1,1
17869,F,NY,10023,100,21,13,36,240,276,3,1,0,1,0,0,1,0,0
17870,F,NY,11231,112,9,9,15,29,44,1,0,0,0,0,0,0,1,0
17871,F,PA,19136,191,31,23,29,87,116,2,0,1,0,0,0,0,1,0
17872,F,MD,21122,211,13,13,15,47,62,1,0,0,0,0,1,0,0,0
17873,F,NJ,7065,70,15,15,15,181,196,1,0,0,0,0,0,0,1,0
17874,F,ME,4330,43,21,21,15,54,69,1,1,0,0,0,0,0,0,0
17875,F,NY,12481,124,13,13,15,140,155,1,0,0,1,0,0,0,0,0
17876,F,NY,10128,101,15,11,29,87,116,2,0,0,0,1,0,0,1,0
17877,F,NJ,7436,74,21,13,29,285,314,2,0,0,0,0,1,0,1,0
17878,F,CT,6484,64,5,1,27,7,34,2,0,1,0,0,1,0,0,0
17879,F,NJ,8833,88,15,15,15,26,41,1,0,1,0,0,0,0,0,0
17880,F,NY,11377,113,29,25,27,66,93,2,0,0,1,0,1,0,0,0
17881,F,NY,13303,133,9,9,15,246,261,1,0,0,0,0,0,0,1,0
17882,F,MA,2149,21,33,13,60,143,203,5,1,0,1,0,0,2,1,0
17883,F,PA,18411,184,7,7,15,32,47,1,0,0,1,0,0,0,0,0
17884,M,NJ,7024,70,23,1,104,310,414,9,3,0,1,1,1,2,1,1
17885,M,MA,1960,19,39,13,136,163,299,12,2,1,3,3,1,1,1,0
17886,F,NJ,7067,70,11,11,15,231,246,1,0,1,0,0,0,0,0,0
17887,M,NJ,7307,73,21,5,77,53,130,6,0,0,4,0,0,1,1,0
17888,F,MA,2180,21,13,11,29,144,173,2,1,0,0,0,0,0,1,0
17889,M,MD,21136,211,17,17,15,130,145,1,0,0,1,0,0,0,0,0
17890,M,MA,2370,23,19,7,37,177,214,3,0,0,2,0,1,0,0,0
17891,M,NJ,8096,80,25,11,47,291,338,4,1,0,1,1,0,0,1,1
17892,F,CT,6078,60,63,11,108,327,435,10,3,2,3,0,2,0,0,0
17893,F,PA,18510,185,9,9,15,234,249,1,0,0,0,1,0,0,0,0
17894,F,NJ,8731,87,13,13,15,111,126,1,0,0,0,1,0,0,0,0
17895,F,NY,11729,117,9,9,15,264,279,1,0,0,1,0,0,0,0,0
17896,F,MD,21044,210,19,15,27,101,128,2,1,0,0,0,1,0,0,0
17897,M,NY,11514,115,51,21,53,150,203,5,3,1,0,0,0,1,0,0
17898,M,NY,11758,117,3,3,15,290,305,1,0,0,0,0,0,0,1,0
17899,F,NJ,7442,74,13,13,15,52,67,1,0,0,0,0,0,1,0,0
17900,F,CT,6883,68,7,1,23,204,227,2,2,0,0,0,0,0,0,0
17901,F,NY,11779,117,43,19,62,295,357,5,0,1,1,0,0,0,3,0
17902,M,MA,2146,21,35,9,75,304,379,6,0,1,1,1,1,1,1,0
17903,M,MA,1545,15,15,9,27,298,325,2,0,0,1,0,1,0,0,0
17904,F,PA,16509,165,3,3,15,286,301,1,1,0,0,0,0,0,0,0
17905,F,NY,10463,104,15,7,39,155,194,3,1,0,0,1,0,1,0,0
17906,M,RI,2864,28,5,5,15,229,244,1,0,0,0,0,1,0,0,0
17907,M,NJ,7452,74,3,3,15,63,78,1,1,0,0,0,0,0,0,0
17908,F,PA,19026,190,53,15,93,67,160,8,0,1,3,2,0,1,1,1
17909,F,NJ,8002,80,5,5,15,128,143,1,0,0,1,0,0,0,0,0
17910,M,DC,20036,200,21,13,24,113,137,2,1,1,0,0,0,0,0,0
17911,F,NY,11795,117,15,15,15,114,129,1,0,0,0,0,0,0,1,0
17912,F,PA,15210,152,11,11,15,102,117,1,1,0,0,0,0,0,0,0
17913,M,NY,10472,104,39,33,27,130,157,2,0,0,0,0,1,1,0,0
17914,M,MD,21230,212,43,19,77,202,279,6,0,1,0,0,2,1,2,1
17915,M,NY,10509,105,17,5,47,311,358,4,1,0,1,0,0,1,1,0
17916,F,CT,6475,64,15,11,29,274,303,2,0,0,0,0,0,0,2,0
17917,F,NY,10028,100,19,15,26,193,219,2,0,1,0,1,0,0,0,0
17918,F,CT,6351,63,19,11,27,100,127,2,0,0,1,0,1,0,0,0
